method,model,layer_name,plane,entry_number,reason,mass_token,weight_file,input_file,n_pixels,adc_lo,adc_hi,occlusion_size,stride,normalize_for_png,saved_npy_is_raw,base_signal_score,base_background_score,active_threshold,active_frac,topk_frac,overlap_topk_signal,overlap_topk_background,has_mask_diagnostics,has_attr_adc_correlation,has_curves,has_pixel_need,occlusion_attribution,occlusion_patch_halfwidth,signal_n_total,signal_n_active,signal_use_abs_rank,signal_active_abs_mass_frac,signal_attr_min_on_active,signal_attr_max_on_active,signal_attr_mean_on_active,signal_attr_median_on_active,signal_attr_q90_on_active,signal_attr_q95_on_active,signal_attr_q99_on_active,signal_attr_q999_on_active,signal_active_pos_frac,signal_active_neg_frac,signal_active_zero_frac,background_n_total,background_n_active,background_use_abs_rank,background_active_abs_mass_frac,background_attr_min_on_active,background_attr_max_on_active,background_attr_mean_on_active,background_attr_median_on_active,background_attr_q90_on_active,background_attr_q95_on_active,background_attr_q99_on_active,background_attr_q999_on_active,background_active_pos_frac,background_active_neg_frac,background_active_zero_frac,signal_adc_pearson_r,signal_adc_pearson_p,signal_adc_spearman_r,signal_adc_spearman_p,signal_adc_n,background_adc_pearson_r,background_adc_pearson_p,background_adc_spearman_r,background_adc_spearman_p,background_adc_n,auc_deletion_signal,auc_deletion_background,auc_insertion_signal,auc_insertion_background,auc_random_deletion_signal,auc_random_deletion_background,auc_random_insertion_signal,auc_random_insertion_background,auc_insertion_signal_adv,auc_insertion_background_adv,auc_deletion_signal_adv,auc_deletion_background_adv,ins_signal_frac_to_50%,ins_signal_frac_to_90%,ins_signal_frac_to_95%,del_signal_frac_to_90%,del_signal_frac_to_50%,del_signal_frac_to_10%,ins_signal_pixels_to_50%,ins_signal_pixels_to_90%,ins_signal_pixels_to_95%,del_signal_pixels_to_90%,del_signal_pixels_to_50%,del_signal_pixels_to_10%,ins_background_frac_to_50%,ins_background_frac_to_90%,ins_background_frac_to_95%,del_background_frac_to_90%,del_background_frac_to_50%,del_background_frac_to_10%,ins_background_pixels_to_50%,ins_background_pixels_to_90%,ins_background_pixels_to_95%,del_background_pixels_to_90%,del_background_pixels_to_50%,del_background_pixels_to_10%,curves_attr_used,meta_path
occlusion,mpid,,0,9739,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,4913,10.0,500.0,16,1,False,True,0.00026789522962644696,0.9997196793556213,0.0,0.018741607666015625,0.01,1.0,1.0,True,True,True,True,delta_prob,16,262144,4913,True,1.0,0.0,0.018381236121058464,0.0002556891184745278,5.575933028012514e-05,0.00031138778431341065,0.0005883714533410938,0.005802136845886707,0.011533347770571719,0.3130470181152046,0.6433950742926928,0.04355790759210258,262144,4913,True,0.9999999082718855,0.0,0.018945693969726562,0.0002645214099445339,5.793571472167969e-05,0.00032452344894409204,0.0006139039993286094,0.006006956100463867,0.011908781528472911,0.6423773661713821,0.31243639324241806,0.045186240586199876,0.08699873089790344,1.0087859402604174e-09,0.031072102283313436,0.029413321607588378,4913,0.08702140301465988,9.98748249705473e-10,0.031400251714388004,0.027742108270419803,4913,0.17762806137616285,0.8235895752906799,0.0027138678968185565,0.997252333164215,0.11973337871895634,0.8803607583045959,0.40256536911765584,0.5982733339071272,-0.3998515012208373,0.3989789992570878,-0.057894682657206514,0.05677118301391604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,26214.4,26214.4,26214.4,26214.4,26214.4,26214.4,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/mpid/occlusion__ENTRY_9739_meta_16.txt
occlusion,mpid,,0,9739,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,4913,10.0,500.0,2,1,False,True,0.00026792308199219406,0.9997196793556213,0.0,0.018741607666015625,0.01,1.0,1.0,True,True,True,True,delta_prob,2,262144,4913,True,1.0,0.0,0.02249174192547798,3.005630519831488e-05,9.39177698455751e-06,4.6926888171583464e-05,7.313810638152054e-05,0.000336223304038868,0.002019734986126554,0.37187054752696924,0.622226745369428,0.005902707103602686,262144,4913,True,1.0,0.0,0.02283376455307007,3.110976658841876e-05,9.775161743164062e-06,4.891157150268557e-05,7.594823837280267e-05,0.00034920215606689504,0.0020783462524415395,0.6203948707510686,0.369020964787299,0.010584164461632404,0.01182715967297554,0.4072100422785174,0.1124824507566502,2.6301431326249512e-15,4913,0.01238281186670065,0.38552461837053853,0.1119344730417669,3.587989459663659e-15,4913,0.025928248335549145,0.9743932634592056,0.002698314633744303,0.9972681611776351,0.11973913847323273,0.8803549885749817,0.40256768393883263,0.5982713647186756,-0.3998693693050883,0.39899679645895947,0.09381089013768358,-0.0940382748842239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,1.0,26214.4,26214.4,26214.4,26214.4,26214.4,262144.0,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/mpid/occlusion__ENTRY_9739_meta_2.txt
occlusion,mpid,,0,9739,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,4913,10.0,500.0,4,1,False,True,0.00026792308199219406,0.9997196793556213,0.0,0.018741607666015625,0.01,1.0,1.0,True,True,True,True,delta_prob,4,262144,4913,True,0.9999999270036068,0.0,0.0032748617231845856,4.1550083314602234e-05,1.4709279639646411e-05,7.210481562651694e-05,0.00013082290533930063,0.0005557931074872616,0.0022130135297776447,0.3641359658050071,0.6248727864848361,0.010991247710156728,262144,4913,True,1.0,0.0,0.003371715545654297,4.317414462141755e-05,1.537799835205078e-05,7.545948028564453e-05,0.00013642311096191402,0.0005758118629455567,0.002285417556762811,0.6248727864848361,0.36189700793812335,0.013230205577040504,0.11018399894237518,9.578773287945054e-15,0.09704658380946173,9.320096201944017e-12,4913,0.11086730659008026,6.540919404910331e-15,0.09707631583142262,9.184998211830585e-12,4913,0.06726872875442495,0.9335110276937486,0.00268885830155341,0.9972779244184494,0.11973913847323273,0.8803549885749817,0.40256768393883263,0.5982713647186756,-0.3998788256372792,0.39900655969977383,0.05247040971880777,-0.053156039118766873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,26214.4,26214.4,26214.4,26214.4,26214.4,26214.4,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/mpid/occlusion__ENTRY_9739_meta_4.txt
occlusion,mpid,,0,9739,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,4913,10.0,500.0,8,1,False,True,0.00026789522962644696,0.9997196793556213,0.0,0.018741607666015625,0.01,1.0,1.0,True,True,True,True,delta_prob,8,262144,4913,True,1.0,0.0,0.011531817726790905,0.00010554142441543124,2.6930923922918737e-05,0.00012342327972874063,0.0003090932965278624,0.0017123239766806393,0.00577036629617275,0.38510075310400976,0.5925096682271525,0.022389578668837777,262144,4913,True,1.0,0.0,0.011771142482757568,0.00010928981735583554,2.8014183044433594e-05,0.00012860298156738283,0.0003233313560485837,0.0017673683166503933,0.005957973957062369,0.5910848768573174,0.381640545491553,0.027274577651129655,0.0828973799943924,5.918263705587256e-09,0.06836281878102632,1.6175774033738099e-06,4913,0.08347830176353455,4.6294872070347015e-09,0.06860579351834209,1.485177908899123e-06,4913,0.06544790669868235,0.9351645171642303,0.002710680771269836,0.9972552537918091,0.11973337871895634,0.8803607583045959,0.40256536911765584,0.5982733339071272,-0.399854688346386,0.3989819198846819,0.05428547202027399,-0.0548037588596344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,26214.4,26214.4,26214.4,26214.4,26214.4,26214.4,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/mpid/occlusion__ENTRY_9739_meta_8.txt
occlusion,resnet34_gn,,0,2776,A_low_tail+D_busy,0.03,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.03_pi0_larcv_cropped.root,6117,10.0,500.0,16,1,False,True,0.003860661294311285,0.9960829019546509,0.0,0.023334503173828125,0.01,1.0,1.0,True,True,True,True,delta_prob,16,262144,6117,True,0.9999999360556122,0.0,0.0025569796562194824,0.00030476785001057376,0.0002233979757875204,0.0007519280537962914,0.0009498675819486379,0.001145333657041192,0.0015368828028442215,0.7114598659473598,0.27611574301128006,0.012424391041360144,262144,6117,True,0.9999998741456376,0.0,0.002578258514404297,0.000309694362891077,0.0002269148826599121,0.0007636666297912604,0.0009665250778198241,0.0011644768714904785,0.0015484097003938381,0.2748079123753474,0.7121137812653261,0.013078306359326467,0.22461867332458496,8.161689180893194e-71,0.16237032182838612,2.0803890542708118e-37,6117,0.22489511966705322,5.4633931978066355e-71,0.16265451686959775,1.553861837885351e-37,6117,0.033967400598339734,0.9657476723194122,0.013115336489863695,0.9867536008358,0.011888440861366686,0.9880019247531893,0.011596117046428846,0.9882962942123413,0.0015192194434348483,-0.0015426933765413375,-0.022078959736973047,0.0222542524337771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.9,0.9,26214.4,26214.4,26214.4,235929.6,235929.6,235929.6,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_2776_meta_16.txt
occlusion,resnet34_gn,,0,2776,A_low_tail+D_busy,0.03,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.03_pi0_larcv_cropped.root,6117,10.0,500.0,2,1,False,True,0.003860865021124482,0.9960826635360718,0.0,0.023334503173828125,0.01,1.0,1.0,True,True,True,True,delta_prob,2,262144,6117,True,1.000000113691827,0.0,0.0004691977519541979,4.285311767000456e-05,2.526538446545601e-05,0.00010620011016726494,0.0001463040243834257,0.00022943591699004173,0.0004044335801154375,0.6576753310446297,0.34101683831943763,0.0013078306359326467,262144,6117,True,1.0,0.0,0.0004757046699523926,4.350036036759708e-05,2.562999725341797e-05,0.0001074075698852539,0.00014829635620117188,0.00023281574249267578,0.00041091442108154297,0.33921857119503024,0.6573483733856466,0.0034330554193231977,0.13430538773536682,5.0866680504126114e-26,0.23609278329627836,3.0010270135682523e-78,6117,0.13416104018688202,5.745126826833637e-26,0.2357878773724631,4.787855260840722e-78,6117,0.0389974080142565,0.9606908380985261,0.013181579473894088,0.9866860091686249,0.011888287431793286,0.9880020558834076,0.011595991736976431,0.9882964253425598,0.0015855877369176565,-0.00161041617393487,-0.027109120582463217,0.027311217784881547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.9,0.9,26214.4,26214.4,26214.4,235929.6,235929.6,235929.6,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_2776_meta_2.txt
occlusion,resnet34_gn,,0,2776,A_low_tail+D_busy,0.03,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.03_pi0_larcv_cropped.root,6117,10.0,500.0,4,1,False,True,0.003860865021124482,0.9960826635360718,0.0,0.023334503173828125,0.01,1.0,1.0,True,True,True,True,delta_prob,4,262144,6117,True,1.0,0.0,0.0004691977519541979,6.98267791596224e-05,4.908256232738495e-05,0.0001632902771234514,0.00021090647205710406,0.0003024494647979738,0.0004044335801154375,0.6939676311917606,0.3030897498773909,0.0029426189308484553,262144,6117,True,1.0,0.0,0.0004757046699523926,7.085044418691673e-05,4.982948303222656e-05,0.00016511678695678737,0.00021404027938842763,0.0003064346313476564,0.00041091442108154297,0.30259931338891616,0.6936406735327775,0.003760013078306359,0.1922031044960022,5.501270055276812e-52,0.2499671139355032,8.614851716338282e-88,6117,0.19214953482151031,5.8741859315297715e-52,0.24977814748504076,1.173063018711907e-87,6117,0.037275847245473406,0.9624208509922028,0.013087972754146906,0.9867814481258392,0.011888287431793286,0.9880020558834076,0.011595991736976431,0.9882964253425598,0.001491981017170475,-0.0015149772167205589,-0.02538755981368012,0.025581204891204856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.9,0.9,26214.4,26214.4,26214.4,235929.6,235929.6,235929.6,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_2776_meta_4.txt
occlusion,resnet34_gn,,0,2776,A_low_tail+D_busy,0.03,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.03_pi0_larcv_cropped.root,6117,10.0,500.0,8,1,False,True,0.003860661294311285,0.9960829019546509,0.0,0.023334503173828125,0.01,1.0,1.0,True,True,True,True,delta_prob,8,262144,6117,True,1.0,0.0,0.0007030023261904716,0.00013316848556008218,0.00010708463378250599,0.00028975820168852806,0.00036258241161704066,0.0004939730744808913,0.0006345935119316,0.6993624325649829,0.2942618930848455,0.0063756743501716525,262144,6117,True,1.0,0.0,0.0007137656211853027,0.00013516433336034365,0.00010883808135986328,0.00029331445693969727,0.00036756992340087886,0.0005023717880249024,0.000644770145416261,0.2944253719143371,0.6988719960765081,0.006702632009154814,0.3271251320838928,1.6057453431965654e-152,0.25760019819359087,2.651510876951886e-93,6117,0.32718732953071594,1.396526069284749e-152,0.25762226906488145,2.554368267123612e-93,6117,0.035428746673278506,0.9642760694026947,0.013109532254748047,0.9867599427700042,0.011888440861366686,0.9880019247531893,0.011596117046428846,0.9882962942123413,0.001513415208319201,-0.0015363514423371027,-0.02354030581191182,0.02372585535049454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.9,0.9,26214.4,26214.4,26214.4,235929.6,235929.6,235929.6,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_2776_meta_8.txt
occlusion,resnet34_gn,,0,5322,A_low_tail+D_busy,0.1,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,4682,10.0,500.0,16,1,False,True,0.9026314616203308,0.09728746116161346,0.0,0.01786041259765625,0.01,1.0,1.0,True,True,True,True,delta_prob,16,262144,4682,True,1.0000001002566068,0.0,0.8013095855712891,0.03250691243747726,0.004166126251220703,0.04247501492500308,0.12549988925456984,0.686944842338562,0.8013095855712891,0.4839812046134131,0.25245621529261,0.26356258009397693,262144,4682,True,1.0,0.0,0.8007546663284302,0.032448094868089646,0.004151713103055954,0.04233031868934634,0.12526747882366165,0.6858593821525574,0.8007546663284302,0.2533105510465613,0.48312686885946177,0.26356258009397693,-0.03423920273780823,0.019135454905673605,0.022798947950085333,0.11880539653933993,4682,-0.0342816561460495,0.018986942482860834,0.022656247925946924,0.12113144079333565,4682,0.07073565749451519,0.9288971088826655,0.6386698201298714,0.36087559387087825,0.5057238194625826,0.49406321719288826,0.474629388563335,0.5251160841435195,0.16404043156653642,-0.16424049027264126,0.43498816196806744,-0.43483389168977726,0.30000000000000004,1.0,1.0,0.1,0.1,0.1,78643.20000000001,262144.0,262144.0,26214.4,26214.4,26214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_5322_meta_16.txt
occlusion,resnet34_gn,,0,5322,A_low_tail+D_busy,0.1,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,4682,10.0,500.0,2,1,False,True,0.9026314616203308,0.09728746116161346,0.0,0.01786041259765625,0.01,1.0,1.0,True,True,True,True,delta_prob,2,262144,4682,True,1.000000076651771,0.0,0.6291481256484985,0.005314672415911362,0.0014797449111938477,0.008108377456665039,0.013292199373245233,0.03887339532375152,0.5014528574049539,0.579666809055959,0.35006407518154636,0.07026911576249466,262144,4682,True,1.0,0.0,0.628182053565979,0.005302961996888972,0.0014707408845424652,0.008077286183834076,0.01325924210250377,0.0387682136893254,0.5003672876358098,0.35006407518154636,0.579666809055959,0.07026911576249466,-0.029797470197081566,0.04146979597360138,0.023019291744524443,0.11528267079641631,4682,-0.029802050441503525,0.04143803131941888,0.02281543354126095,0.11853894847208162,4682,0.06193227483890951,0.9378971599042416,0.856070651113987,0.1437455326318741,0.5057238194625826,0.49406321719288826,0.474629388563335,0.5251160841435195,0.38144126255065197,-0.38137055151164545,0.4437915446236731,-0.44383394271135335,0.1,0.1,0.1,0.1,0.1,0.1,26214.4,26214.4,26214.4,26214.4,26214.4,26214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_5322_meta_2.txt
occlusion,resnet34_gn,,0,5322,A_low_tail+D_busy,0.1,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,4682,10.0,500.0,4,1,False,True,0.9026119112968445,0.09730686992406845,0.0,0.01786041259765625,0.01,1.0,1.0,True,True,True,True,delta_prob,4,262144,4682,True,1.0,0.0,0.7734805941581726,0.008274024607838855,0.0017167925834655762,0.01121675968170166,0.018886137008666978,0.06271358549594842,0.6906985557675416,0.47970952584365656,0.29944468175993166,0.22084579239641178,262144,4682,True,0.9999998026550396,0.0,0.7728572487831116,0.008257195748952097,0.0017098858952522278,0.01120804250240326,0.018836958333849893,0.06260926738381349,0.6898244044184739,0.29944468175993166,0.47970952584365656,0.22084579239641178,-0.042225901037454605,0.003854447452843147,-0.03354379155643249,0.021717558175653913,4682,-0.04223809018731117,0.0038442478972336193,-0.03369002502372153,0.02115069737160488,4682,0.06339536383748054,0.9364149641245604,0.5907676592469214,0.4088119070976974,0.5056955423206091,0.4940914541482926,0.47463335394859313,0.5251121260225773,0.1161343052983283,-0.1163002189248799,0.4423001784831285,-0.4423235099762678,0.4,1.0,1.0,0.1,0.1,0.1,104857.6,262144.0,262144.0,26214.4,26214.4,26214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_5322_meta_4.txt
occlusion,resnet34_gn,,0,5322,A_low_tail+D_busy,0.1,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,4682,10.0,500.0,8,1,False,True,0.9026119112968445,0.09730686992406845,0.0,0.01786041259765625,0.01,1.0,1.0,True,True,True,True,delta_prob,8,262144,4682,True,0.9999997751829393,0.0,0.8296186327934265,0.014496370666254184,0.0022963881492614746,0.01653594374656678,0.03588907122611998,0.3146528291702263,0.8054568555355177,0.4566424604869714,0.2883383169585647,0.2550192225544639,262144,4682,True,0.9999998873708862,0.0,0.8292301297187805,0.014467981490809812,0.0022943690419197083,0.016493479162454614,0.03577495887875554,0.3137446239590637,0.8049488158822166,0.28919265271251604,0.45578812473302005,0.2550192225544639,-0.04809490218758583,0.0009950433619618805,0.012182248754124865,0.4046302007918019,4682,-0.048110853880643845,0.000991177440770316,0.012000864998891142,0.41166268032839237,4682,0.06141420039348304,0.93842285387218,0.6493771240115165,0.35018579177558423,0.5056955423206091,0.4940914541482926,0.47463335394859313,0.5251121260225773,0.17474377006292335,-0.17492633424699305,0.44428134192712604,-0.44433139972388747,0.30000000000000004,1.0,1.0,0.1,0.1,0.1,78643.20000000001,262144.0,262144.0,26214.4,26214.4,26214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_5322_meta_8.txt
occlusion,resnet34_gn,,0,6150,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,3150,10.0,500.0,16,1,False,True,0.005927685648202896,0.9940485954284668,0.0,0.01201629638671875,0.01,1.0,1.0,True,True,True,True,delta_prob,16,262144,3150,True,1.0,0.0,0.00995856523513794,0.001202319503451387,0.0010928376577794552,0.0022334112785756585,0.003135835751891136,0.005134242521598891,0.008252711980604198,0.6914285714285714,0.23904761904761904,0.06952380952380953,262144,3150,True,1.0,0.0,0.009985804557800293,0.0012058513883560424,0.0010956823825836182,0.0022399008274078367,0.003153204917907715,0.005147023797035172,0.008276234805584513,0.23873015873015874,0.6917460317460318,0.06952380952380953,0.05209051072597504,0.003451225592492319,0.05293558233249049,0.002959565908198331,3150,0.05202612653374672,0.003491566302369553,0.05288954012985593,0.0029846136816379875,3150,0.0730957482010126,0.9262404680252075,0.014412711374461653,0.98548663854599,0.08829251618590207,0.9116068184375763,0.020940493443049494,0.9789584875106812,-0.006527782068587841,0.0065281510353087935,0.015196767984889475,-0.014633649587631248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7000000000000001,0.7000000000000001,0.7000000000000001,26214.4,26214.4,26214.4,183500.80000000002,183500.80000000002,183500.80000000002,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_6150_meta_16.txt
occlusion,resnet34_gn,,0,6150,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,3150,10.0,500.0,2,1,False,True,0.005927002523094416,0.9940491914749146,0.0,0.01201629638671875,0.01,1.0,1.0,True,True,True,True,delta_prob,2,262144,3150,True,1.0,0.0,0.29297322034835815,0.0009434722986308828,0.00016432604752480984,0.000849943747743964,0.001115300226956606,0.003036288209259488,0.19475776709616796,0.4650793650793651,0.5279365079365079,0.006984126984126984,262144,3150,True,0.9999997597551232,0.0,0.2930341362953186,0.0009451409559401255,0.00016516447067260742,0.0008525729179382322,0.0011184215545654297,0.003043853044509866,0.19495639562607422,0.5279365079365079,0.4650793650793651,0.006984126984126984,0.03589818626642227,0.04394326234521127,0.07950108404459669,7.921732018709846e-06,3150,0.03592190146446228,0.04380376069974943,0.07965838312752352,7.599917762499665e-06,3150,0.07213852864224463,0.9272320449352265,0.015352664212696255,0.9845433413982391,0.08828408820554615,0.9116152346134186,0.020940449484623973,0.978958523273468,-0.005587785271927718,0.005584818124771074,0.01614555956330152,-0.015616810321807839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7000000000000001,0.7000000000000001,0.7000000000000001,26214.4,26214.4,26214.4,183500.80000000002,183500.80000000002,183500.80000000002,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_6150_meta_2.txt
occlusion,resnet34_gn,,0,6150,A_low_tail+D_busy,0.4,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/data/run3_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,3150,10.0,500.0,4,1,False,True,0.005927002523094416,0.9940491914749146,0.0,0.01201629638671875,0.01,1.0,1.0,True,True,True,True,delta_prob,4,262144,3150,True,1.0000000898143115,0.0,0.24898889660835266,0.0008427213700044723,0.00023611192591488361,0.0012259617447853085,0.001712907454930245,0.005105750169605017,0.07605812619626848,0.4419047619047619,0.5438095238095239,0.014285714285714285,262144,3150,True,0.999999910402952,0.0,0.2491532564163208,0.0008447648040832035,0.00023746490478515625,0.0012293517589569089,0.0017181009054183952,0.005116462707519531,0.07621532672643988,0.5438095238095239,0.4415873015873016,0.014603174603174604,0.0047270916402339935,0.7908512175164635,0.03181486858017875,0.07420484073831561,3150,0.004744139965623617,0.7901145891861576,0.03184893199699054,0.07389534841611725,3150,0.07695618954021483,0.9223253548145294,0.015429848409257832,0.9844657719135284,0.08828408820554615,0.9116152346134186,0.020940449484623973,0.978958523273468,-0.005510601075366141,0.005507248640060358,0.01132789866533132,-0.010710120201110729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7000000000000001,0.7000000000000001,0.7000000000000001,26214.4,26214.4,26214.4,183500.80000000002,183500.80000000002,183500.80000000002,occlusion_attr_signal,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run3_signal/resnet34_gn/occlusion__ENTRY_6150_meta_4.txt
